buyerAvailableOptions[0].actionType,buyerAvailableOptions[0].actionURL,buyerLoginName,buyerResponseDue.activityDue,buyerResponseDue.respondByDate.value,buyerTotalRefund.actualRefundAmount.currency,buyerTotalRefund.actualRefundAmount.value,buyerTotalRefund.estimatedRefundAmount.currency,buyerTotalRefund.estimatedRefundAmount.value,creationInfo.comments.content,creationInfo.creationDate.value,creationInfo.item.itemId,creationInfo.item.returnQuantity,creationInfo.item.transactionId,creationInfo.reason,creationInfo.reasonType,creationInfo.type,currentType,escalationInfo.buyerEscalationEligibilityInfo.eligible,escalationInfo.sellerEscalationEligibilityInfo.eligible,escalationInfo.sellerEscalationEligibilityInfo.endTime.value,escalationInfo.sellerEscalationEligibilityInfo.startTime.value,orderId,returnId,returnPolicy.rmarequired,sellerAvailableOptions[0].actionType,sellerAvailableOptions[0].actionURL,sellerLoginName,sellerResponseDue.activityDue,sellerResponseDue.respondByDate.value,sellerTotalRefund.actualRefundAmount.currency,sellerTotalRefund.actualRefundAmount.value,sellerTotalRefund.estimatedRefundAmount.currency,sellerTotalRefund.estimatedRefundAmount.value,state,status,timeoutDate.value
BUYER_PRINT_SHIPPING_LABEL,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306157944,norbertrodrigue-0,NOTIFIED_SHIPPED,2025-12-06T07:59:59.000Z,USD,34.52,USD,34.52,it don&#39;t sit right on rim,2025-11-21T01:12:12.000Z,404804650028,1,10076399085715,DOES_NOT_FIT,SNAD,MONEY_BACK,MONEY_BACK,False,False,,,15-13711-75885,5306157944,True,OTHER,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306157944,espartsplus,SELLER_ISSUE_REFUND,2025-12-03T07:59:59.000Z,USD,31.99,USD,31.99,CLOSED,CLOSED,2025-12-27T07:59:59.999Z
BUYER_PRINT_SHIPPING_LABEL,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306164488,danvaz6,BUYER_ESCALATE,2025-12-31T07:59:59.000Z,USD,23.8,USD,23.8,,2025-11-21T04:09:30.000Z,405064070639,1,10076125721726,ORDERED_WRONG_ITEM,REMORSE,MONEY_BACK,MONEY_BACK,False,False,,,26-13818-79737,5306164488,True,OTHER,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306164488,espartsplus,SELLER_ISSUE_REFUND,2025-12-11T07:59:59.000Z,USD,21.99,USD,21.99,CLOSED,CLOSED,2025-12-27T07:59:59.999Z
BUYER_PRINT_SHIPPING_LABEL,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306199287,mrgbii,NOTIFIED_SHIPPED,2025-12-11T07:59:59.000Z,USD,21.39,USD,21.39,Doesn’t fit snug between lock and key,2025-11-21T15:47:14.000Z,404455741919,1,10076928563315,DOES_NOT_FIT,SNAD,MONEY_BACK,MONEY_BACK,False,False,,,15-13796-46762,5306199287,True,OTHER,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306199287,espartsplus,SELLER_ISSUE_REFUND,2025-12-11T07:59:59.000Z,USD,19.99,USD,19.99,CLOSED,CLOSED,2025-12-30T07:59:59.999Z
BUYER_PRINT_SHIPPING_LABEL,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306235169,anytime-78,NOTIFIED_SHIPPED,2025-12-11T07:59:59.000Z,USD,105.55,USD,105.55,so I got 2 sets of spacers from you guys the 1.25 fit perfectly no issues what so ever but unfortunately these ones the 15mm do not fit at all I can&#39;t get them over the center bore on the car side they don&#39;t seem to fit unfortunately ,2025-11-21T23:18:39.000Z,403464704391,1,10077260049011,NOT_AS_DESCRIBED,SNAD,MONEY_BACK,MONEY_BACK,False,False,,,11-13841-51893,5306235169,True,OTHER,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306235169,espartsplus,SELLER_ISSUE_REFUND,2025-12-04T07:59:59.000Z,USD,49.65,USD,99.29,CLOSED,CLOSED,2025-12-30T07:59:59.999Z
BUYER_PRINT_SHIPPING_LABEL,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306275727,dflv2793,BUYER_ESCALATE,2025-12-31T07:59:59.000Z,USD,21.19,USD,21.19,,2025-11-22T15:33:38.000Z,405011206143,1,10076547596602,ORDERED_ACCIDENTALLY,REMORSE,MONEY_BACK,MONEY_BACK,False,False,,,02-13846-01732,5306275727,True,OTHER,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306275727,espartsplus,SELLER_ISSUE_REFUND,2025-12-11T07:59:59.000Z,USD,19.99,USD,19.99,CLOSED,CLOSED,2025-12-31T07:59:59.999Z
BUYER_PRINT_SHIPPING_LABEL,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306315547,elsapupo,NOTIFIED_SHIPPED,2025-12-11T07:59:59.000Z,USD,20.33,USD,20.33,You sent a different item,2025-11-23T04:03:16.000Z,404455741919,1,10076433494401,ORDERED_DIFFERENT_ITEM,SNAD,MONEY_BACK,MONEY_BACK,False,True,2026-01-23T07:59:59.999Z,2025-12-06T08:00:53.000Z,01-13862-28321,5306315547,True,OTHER,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306315547,espartsplus,SELLER_ISSUE_REFUND,2025-12-06T07:59:59.000Z,USD,19.0,USD,19.0,CLOSED,CLOSED,2025-12-31T07:59:59.999Z
BUYER_PRINT_SHIPPING_LABEL,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306317320,hb15080504,NOTIFIED_SHIPPED,2025-12-11T07:59:59.000Z,USD,44.58,USD,44.58,,2025-11-23T05:40:05.000Z,404535082875,1,10077005984906,NO_LONGER_NEED_ITEM,REMORSE,MONEY_BACK,MONEY_BACK,False,False,,,06-13812-91542,5306317320,True,OTHER,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306317320,espartsplus,SELLER_ISSUE_REFUND,2025-12-17T07:59:59.000Z,USD,37.99,USD,40.99,CLOSED,CLOSED,2025-12-31T07:59:59.999Z
BUYER_PRINT_SHIPPING_LABEL,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306387713,dscorey47,NOTIFIED_SHIPPED,2025-12-11T07:59:59.000Z,USD,21.49,USD,21.49,Threads are not cut deep enough and very hard to get the lug nuts started.  It would be very easy to cross thread these if I were to get the tires rotated.  They are with out a doubt defective!,2025-11-24T13:09:29.000Z,404200446494,1,10077070248706,DEFECTIVE_ITEM,SNAD,MONEY_BACK,MONEY_BACK,False,False,,,06-13823-96752,5306387713,True,OTHER,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306387713,espartsplus,SELLER_ISSUE_REFUND,2025-12-09T07:59:59.000Z,USD,19.99,USD,19.99,CLOSED,CLOSED,2025-12-31T07:59:59.999Z
BUYER_PRINT_SHIPPING_LABEL,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306408965,salvage2savagefinds,NOTIFIED_SHIPPED,2025-12-11T07:59:59.000Z,,,USD,31.94,,2025-11-24T17:26:29.000Z,404371692303,1,10076390997108,NO_LONGER_NEED_ITEM,REMORSE,MONEY_BACK,MONEY_BACK,False,False,,,08-13849-86503,5306408965,True,OTHER,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306408965,espartsplus,SELLER_PROVIDE_LABEL,2025-12-17T07:59:59.000Z,,,USD,29.99,CLOSED,CLOSED,2025-12-31T07:59:59.999Z
BUYER_PRINT_SHIPPING_LABEL,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306497337,timmy1198,NOTIFIED_SHIPPED,2025-12-11T07:59:59.000Z,USD,31.79,USD,31.79,Don’t fit,2025-11-25T17:22:13.000Z,404867551490,1,10076642831102,DOES_NOT_FIT,SNAD,MONEY_BACK,MONEY_BACK,False,True,2026-01-22T07:59:59.999Z,2025-12-05T08:00:43.000Z,02-13862-54203,5306497337,True,OTHER,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306497337,espartsplus,SELLER_ISSUE_REFUND,2025-12-05T07:59:59.000Z,USD,29.99,USD,29.99,CLOSED,CLOSED,2026-01-01T07:59:59.999Z
BUYER_PRINT_SHIPPING_LABEL,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306531831,superbikestore_llc,NOTIFIED_SHIPPED,2025-12-11T07:59:59.000Z,USD,41.29,USD,41.29,,2025-11-26T01:19:33.000Z,404753950665,1,10076250344124,WRONG_SIZE,REMORSE,MONEY_BACK,MONEY_BACK,False,False,,,24-13827-88467,5306531831,True,OTHER,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306531831,espartsplus,SELLER_ISSUE_REFUND,2025-12-04T07:59:59.000Z,USD,34.95,USD,38.95,CLOSED,CLOSED,2026-01-01T07:59:59.999Z
BUYER_PRINT_SHIPPING_LABEL,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306655296,idilo-0,NOTIFIED_SHIPPED,2025-12-16T07:59:59.000Z,USD,22.04,USD,22.04,,2025-11-27T17:16:21.000Z,404490913017,1,10077324957106,ORDERED_WRONG_ITEM,REMORSE,MONEY_BACK,MONEY_BACK,False,False,,,06-13868-67760,5306655296,True,OTHER,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306655296,espartsplus,SELLER_ISSUE_REFUND,2025-12-16T07:59:59.000Z,USD,19.99,USD,19.99,CLOSED,CLOSED,2026-01-06T07:59:59.999Z
BUYER_PRINT_SHIPPING_LABEL,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306724723,clev453,BUYER_ESCALATE,2026-01-08T07:59:59.000Z,USD,36.96,USD,36.96,It’s the wrong item. I ordered black lug nuts but I received chrome lug nuts. ,2025-11-28T18:54:51.000Z,404371701337,1,10077312288514,ORDERED_DIFFERENT_ITEM,SNAD,MONEY_BACK,MONEY_BACK,False,False,,,14-13860-20957,5306724723,True,OTHER,https://www.ebay.com/rtn/Return/ReturnsDetail?returnId=5306724723,espartsplus,SELLER_ISSUE_REFUND,2025-12-18T07:59:59.000Z,USD,33.99,USD,33.99,CLOSED,CLOSED,2026-01-06T07:59:59.999Z
