=== A1_数量表 ===
Full SKU,总销量,总取消数,总退货数(无平台介入),总退货数(平台介入),总退货数(平台强制退款),强制退货(仅退款),净销售
8180-8170E51.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-48.71%,0.00%,8.25%,-11.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,39.80%
8180-8650E51.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-48.30%,0.00%,6.67%,-11.32%,0.00%,0.00%,0.00%,0.00%,0.00%,-12.64%,27.74%
8650-8170E51.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-49.25%,7.01%,0.00%,-11.35%,0.00%,0.00%,0.00%,0.00%,0.00%,-26.93%,19.48%
BE2B4E28K.16+BE2B9E28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-19.61%,0.00%,8.32%,-12.24%,0.00%,0.00%,0.00%,0.00%,-3.40%,-22.82%,41.93%
BE2B4E28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-24.72%,0.00%,8.05%,-12.49%,0.00%,0.00%,0.00%,0.00%,-0.66%,-26.54%,35.59%
BE2B4E40K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-14.01%,0.00%,0.00%,-12.90%,0.00%,0.00%,0.00%,0.00%,0.00%,-18.60%,54.49%
BE2B4E45K.16+BE2B9E45K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-21.68%,0.00%,8.06%,-12.15%,0.00%,0.00%,0.00%,0.00%,0.00%,-20.15%,46.03%
BE2B4E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-20.27%,0.00%,8.24%,-12.27%,0.00%,0.00%,0.00%,0.00%,0.00%,-27.47%,39.98%
BE2B4E50K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-13.50%,0.00%,0.00%,-11.20%,0.00%,0.00%,0.00%,0.00%,0.00%,-18.59%,56.71%
BE2B4E55K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-12.25%,0.00%,7.36%,-12.41%,0.00%,0.00%,0.00%,0.00%,0.00%,-26.93%,48.41%
BE2B4E55K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-16.97%,0.00%,6.01%,-12.05%,0.00%,0.00%,0.00%,0.00%,0.00%,-23.89%,47.09%
BE2B4E55K.5+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-15.80%,0.00%,12.60%,-15.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,68.50%
BE2B4E60K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-12.38%,0.00%,9.76%,-12.81%,0.00%,0.00%,0.00%,0.00%,0.00%,-32.30%,42.50%
BE2B4E60K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-14.65%,0.00%,8.20%,-12.05%,0.00%,0.00%,0.00%,0.00%,0.00%,-17.26%,56.04%
BE2B4E65K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-18.41%,0.00%,6.16%,-11.77%,0.00%,0.00%,0.00%,0.00%,0.00%,-15.44%,54.38%
BE2B4E70K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-15.64%,0.00%,4.21%,-11.41%,0.00%,0.00%,0.00%,0.00%,0.00%,-9.12%,63.83%
BE2B9B40K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-12.09%,0.00%,7.23%,-12.79%,0.00%,0.00%,0.00%,0.00%,0.00%,-20.34%,54.78%
BE2B9E28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-12.27%,0.00%,7.26%,-12.94%,0.00%,0.00%,0.00%,0.00%,0.00%,-28.61%,46.18%
BE2B9E45K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-12.02%,0.00%,7.94%,-12.39%,0.00%,0.00%,0.00%,0.00%,0.00%,-24.15%,51.44%
BU1B4A28C.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-22.74%,0.00%,3.50%,-13.12%,0.00%,0.00%,0.00%,0.00%,0.00%,-34.19%,29.95%
BU1B4A28K.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-20.02%,0.00%,5.58%,-13.21%,0.00%,0.00%,0.00%,0.00%,0.00%,-31.26%,35.51%
BU1B4A28K.16+BU1B9A28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-19.78%,0.00%,10.07%,-12.37%,0.00%,0.00%,0.00%,0.00%,0.00%,-9.99%,57.86%
BU1B4A28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-24.96%,0.00%,8.88%,-12.69%,0.00%,0.00%,0.00%,0.00%,0.00%,-31.73%,30.62%
BU1B4B28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-25.38%,0.00%,7.74%,-12.60%,0.00%,0.00%,0.00%,0.00%,0.00%,-32.99%,29.02%
BU1B4B40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-21.63%,0.00%,7.27%,-12.27%,0.00%,0.00%,0.00%,0.00%,0.00%,-26.36%,39.73%
BU1B4B50K.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-18.67%,0.00%,7.25%,-12.22%,0.00%,0.00%,0.00%,0.00%,0.00%,-24.72%,44.39%
BU1B4D28K.16+BU1B9D28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-20.58%,0.00%,0.00%,-13.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-22.26%,44.16%
BU1B4D28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-24.57%,0.00%,9.76%,-12.76%,0.00%,0.00%,0.00%,0.00%,0.00%,-32.10%,30.57%
BU1B4D50K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-24.39%,0.00%,3.07%,-11.42%,0.00%,0.00%,0.00%,0.00%,0.00%,-15.22%,48.96%
BU1B4D55K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-19.12%,0.00%,8.25%,-13.87%,0.00%,0.00%,0.00%,0.00%,0.00%,-17.60%,49.41%
BU1B4E28K.16+BU1B9E28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-17.81%,0.00%,7.71%,-12.15%,0.00%,0.00%,0.00%,0.00%,0.00%,-15.49%,54.55%
BU1B4E28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-21.18%,0.00%,7.36%,-12.62%,0.00%,0.00%,0.00%,0.00%,0.00%,-25.79%,40.42%
BU1B9A28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-10.95%,0.00%,13.50%,-12.61%,0.00%,0.00%,0.00%,0.00%,0.00%,-40.61%,35.83%
BU1B9B28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-12.73%,0.00%,8.80%,-12.41%,0.00%,0.00%,0.00%,0.00%,0.00%,-22.05%,52.81%
BU1B9D28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-11.94%,0.00%,6.06%,-12.80%,0.00%,0.00%,0.00%,0.00%,-3.12%,-21.50%,50.63%
BU1B9E28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-11.86%,0.00%,8.65%,-13.22%,0.00%,0.00%,0.00%,0.00%,0.00%,-34.63%,40.29%
BU1B9SKTX.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-16.50%,0.00%,6.00%,-16.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-85.83%,-18.33%
NE1C2B40C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-35.67%,0.00%,6.13%,-12.43%,0.00%,0.00%,0.00%,0.00%,0.00%,-31.70%,20.21%
NE1C2B40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-33.02%,0.00%,8.01%,-12.81%,0.00%,0.00%,0.00%,0.00%,0.00%,-32.78%,21.39%
NE1C2E40C.16+NE1C9E40C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-27.01%,0.00%,8.05%,-12.21%,0.00%,0.00%,0.00%,0.00%,0.00%,-22.26%,38.51%
NE1C2E40C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-27.06%,0.00%,6.75%,-12.49%,0.00%,0.00%,0.00%,0.00%,-0.34%,-30.41%,29.70%
NE1C2E40C.20+NE1C9E40C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-29.20%,0.00%,8.51%,-12.22%,0.00%,0.00%,0.00%,0.00%,0.00%,-21.54%,37.05%
NE1C2E40C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-30.17%,0.00%,6.52%,-12.54%,0.00%,0.00%,0.00%,0.00%,0.00%,-29.42%,27.87%
NE1C2E40C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-30.48%,0.00%,7.01%,-11.97%,0.00%,0.00%,0.00%,0.00%,0.00%,-20.50%,37.05%
NE1C2E40K.16+NE1C9E40K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-25.89%,0.00%,7.18%,-12.09%,0.00%,0.00%,0.00%,0.00%,-0.30%,-18.83%,42.89%
NE1C2E40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-26.06%,0.67%,6.44%,-12.62%,0.00%,0.00%,0.00%,0.00%,0.00%,-32.59%,29.40%
NE1C2E40K.20+NE1C9E40K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-29.46%,0.89%,9.65%,-12.44%,0.00%,0.00%,0.00%,0.00%,0.00%,-19.64%,39.35%
NE1C2E40K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-30.81%,0.00%,6.67%,-12.31%,0.00%,0.00%,0.00%,0.00%,-0.36%,-24.73%,31.79%
NE1C2E45C.128+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-46.46%,0.00%,0.00%,-10.73%,0.00%,0.00%,0.00%,0.00%,0.00%,-18.46%,24.35%
NE1C2E45C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-28.30%,0.00%,7.16%,-12.60%,0.00%,0.00%,0.00%,0.00%,0.00%,-31.37%,27.73%
NE1C2E45C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-35.49%,0.00%,8.07%,-12.41%,0.00%,0.00%,0.00%,0.00%,0.00%,-24.66%,27.44%
NE1C2E45C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-41.00%,0.00%,4.82%,-11.60%,0.00%,0.00%,0.00%,0.00%,0.00%,-19.19%,28.22%
NE1C2E45K.128+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-46.05%,0.00%,5.50%,-11.12%,0.00%,0.00%,0.00%,0.00%,0.00%,-19.65%,23.18%
NE1C2E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-26.91%,0.00%,5.76%,-12.45%,0.00%,0.00%,0.00%,0.00%,0.00%,-34.73%,25.91%
NE1C2E45K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-32.68%,0.00%,6.50%,-12.38%,0.00%,0.00%,0.00%,0.00%,-0.46%,-31.66%,22.82%
NE1C2E45K.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-38.28%,0.00%,7.08%,-12.17%,0.00%,0.00%,0.00%,0.00%,0.00%,-24.14%,25.41%
NE1C3B40C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-40.73%,0.00%,4.91%,-12.19%,0.00%,0.00%,0.00%,0.00%,0.00%,-26.06%,21.03%
NE1C3B40C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-39.44%,0.00%,7.00%,-12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,-31.80%,16.26%
NE1C3B40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-28.01%,0.00%,11.49%,-13.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,58.81%
NE1C3B40K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-29.58%,0.00%,5.77%,-12.41%,0.00%,0.00%,0.00%,0.00%,0.00%,-23.86%,34.16%
NE1C3E45C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-39.87%,0.00%,0.00%,-12.08%,0.00%,0.00%,0.00%,0.00%,0.00%,-12.51%,35.54%
NE1C3E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-26.27%,5.43%,7.05%,-12.83%,0.00%,0.00%,0.00%,0.00%,0.00%,-18.73%,47.60%
NE1C3E45K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-28.70%,0.00%,8.07%,-12.27%,0.00%,0.00%,0.00%,0.00%,0.00%,-26.64%,32.38%
NE1C3F45C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-38.77%,0.00%,0.00%,-11.48%,0.00%,0.00%,0.00%,0.00%,0.00%,-12.51%,37.25%
NE1C3F45K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-35.88%,0.00%,9.24%,-12.67%,0.00%,0.00%,0.00%,0.00%,0.00%,-20.90%,30.55%
NE1C9E40C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-18.54%,0.00%,8.46%,-12.69%,0.00%,0.00%,0.00%,0.00%,0.00%,-24.84%,43.93%
NE1C9E40K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-19.17%,0.00%,7.09%,-12.43%,0.00%,0.00%,0.00%,0.00%,0.00%,-27.38%,41.02%
NE3C2E48C.16+NE3C9E48C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-26.00%,0.00%,8.85%,-12.37%,0.00%,0.00%,0.00%,0.00%,0.00%,-23.93%,37.71%
NE3C2E48C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-29.31%,0.00%,5.63%,-11.93%,0.00%,0.00%,0.00%,0.00%,0.00%,-22.87%,35.89%
NE3C2E48C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-32.41%,0.00%,6.78%,-12.22%,0.00%,0.00%,0.00%,0.00%,0.00%,-22.23%,33.15%
NE3C2E48C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-42.69%,0.00%,6.44%,-12.38%,0.00%,0.00%,0.00%,0.00%,0.00%,-30.21%,14.71%
NE3C2E48K.16+NE3C9E48K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-24.93%,0.00%,8.74%,-12.34%,0.00%,0.00%,0.00%,0.00%,0.00%,-24.98%,37.75%
NE3C2E48K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-27.47%,0.00%,8.24%,-12.81%,0.00%,0.00%,0.00%,0.00%,0.00%,-30.47%,29.25%
NE3C2E48K.20+NE3C9E48K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-30.65%,0.00%,3.42%,-11.86%,0.00%,0.00%,0.00%,0.00%,0.00%,-25.15%,32.34%
NE3C2E48K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-33.58%,1.55%,7.21%,-12.89%,0.00%,0.00%,0.00%,0.00%,-0.67%,-24.46%,29.95%
NE3C2E48K.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-39.19%,0.00%,7.24%,-12.41%,0.00%,0.00%,0.00%,0.00%,0.00%,-28.99%,19.40%
NE3C3A37C.16+NE3C9A37C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-26.50%,0.00%,7.75%,-12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,-20.90%,40.10%
NE3C3A37C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-32.63%,0.00%,8.37%,-13.38%,0.00%,0.00%,0.00%,0.00%,0.00%,-38.69%,15.31%
NE3C3A37C.20+NE3C9A37C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-27.18%,0.00%,9.76%,-12.56%,0.00%,0.00%,0.00%,0.00%,0.00%,-24.58%,35.67%
NE3C3A37C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-37.89%,0.00%,9.37%,-13.42%,0.00%,0.00%,0.00%,0.00%,0.00%,-46.84%,1.84%
NE3C3A37K.16+NE3C9A37K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-26.67%,3.42%,8.74%,-12.98%,0.00%,0.00%,0.00%,0.00%,0.00%,-23.35%,40.42%
NE3C3A37K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-30.57%,0.00%,6.46%,-13.05%,0.00%,0.00%,0.00%,0.00%,0.00%,-34.16%,22.22%
NE3C3A37K.20+NE3C9A37K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-29.65%,0.00%,9.75%,-12.69%,0.00%,0.00%,0.00%,0.00%,0.00%,-19.77%,37.89%
NE3C3A37K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-35.03%,0.00%,9.83%,-13.31%,0.00%,0.00%,0.00%,0.00%,0.00%,-25.05%,26.61%
NE3C3B37C.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-21.62%,0.00%,6.09%,-13.20%,0.00%,0.00%,0.00%,0.00%,0.00%,-50.43%,14.75%
NE3C3B37C.16+NE3C9B37C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-23.56%,0.00%,7.43%,-12.49%,0.00%,0.00%,0.00%,0.00%,0.00%,-25.16%,38.78%
NE3C3B37C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-24.41%,0.26%,6.38%,-12.58%,0.00%,0.00%,0.00%,0.00%,0.00%,-34.37%,28.90%
NE3C3B37C.20+NE3C9B37C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-25.90%,0.00%,6.03%,-12.29%,0.00%,0.00%,0.00%,0.00%,0.00%,-29.32%,32.49%
NE3C3B37C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-27.05%,0.00%,8.47%,-13.08%,0.00%,0.00%,0.00%,0.00%,0.00%,-43.03%,16.84%
NE3C3B37K.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-29.49%,0.00%,11.48%,-13.64%,0.00%,0.00%,0.00%,0.00%,0.00%,-51.08%,5.79%
NE3C3B37K.16+NE3C9B37K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-31.56%,0.00%,9.10%,-12.76%,0.00%,0.00%,0.00%,0.00%,-1.19%,-31.25%,23.25%
NE3C3B37K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-36.46%,0.00%,7.72%,-12.78%,0.00%,0.00%,0.00%,0.00%,0.00%,-29.27%,21.48%
NE3C3B37K.20+NE3C9B37K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-32.89%,0.00%,8.90%,-12.60%,0.00%,0.00%,0.00%,0.00%,0.00%,-28.70%,25.81%
NE3C3B37K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-38.57%,1.64%,9.53%,-13.16%,0.00%,0.00%,0.00%,0.00%,0.00%,-38.73%,11.18%
NE3C3B48C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-36.11%,0.00%,0.00%,-12.60%,0.00%,0.00%,0.00%,0.00%,0.00%,-18.14%,33.20%
NE3C3B48C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-40.28%,0.00%,6.90%,-12.42%,0.00%,0.00%,0.00%,0.00%,0.00%,-31.38%,15.92%
NE3C3B48K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-26.62%,0.00%,4.73%,-12.14%,0.00%,0.00%,0.00%,0.00%,0.00%,-35.13%,26.12%
NE3C3B48K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,-28.90%,0.00%,7.65%,-12.63%,0.00%,0.00%,0.00%,0.00%,0.00%,-16.61%,41.85%
