=== A1_数量表 ===
Full SKU,总销量,总取消数,总退货数(无平台介入),总退货数(平台介入),总退货数(平台强制退款),强制退货(仅退款),净销售
BU1B9A28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
BU1B9B28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,8.11%
BU1B9D28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,-50.00%,N/A,N/A,N/A,N/A,11.67%
BU1B9E28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,-100.00%,-100.00%,N/A,N/A,N/A,11.55%
BU1B9SKTX.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE1C2B40C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE1C2B40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE1C2E40C.16+NE1C9E40C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE1C2E40C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,-100.00%,N/A,N/A,N/A,N/A,0.48%
NE1C2E40C.20+NE1C9E40C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,17.65%
NE1C2E40C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE1C2E40C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NE1C2E40K.16+NE1C9E40K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-55.71%,N/A,N/A,N/A,1.10%
NE1C2E40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,-1.72%
NE1C2E40K.20+NE1C9E40K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,-7.14%
NE1C2E40K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-54.02%,N/A,N/A,N/A,1.24%
NE1C2E45C.128+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NE1C2E45C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NE1C2E45C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,-100.00%,N/A,3.26%
NE1C2E45C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,5.26%
NE1C2E45K.128+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NE1C2E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE1C2E45K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-55.56%,N/A,N/A,N/A,1.42%
NE1C2E45K.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,-100.00%,-100.00%,N/A,N/A,N/A,4.53%
NE1C3B40C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,-5.56%
NE1C3B40C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,11.11%
NE1C3B40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NE1C3B40K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,-7.34%
NE1C3E45C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NE1C3E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,-100.00%,N/A,N/A,2.64%
NE1C3E45K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE1C3F45C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NE1C3F45K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NE1C9E40C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE1C9E40K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,-100.00%,N/A,N/A,N/A,N/A,14.29%
NE3C2E48C.16+NE3C9E48C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE3C2E48C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,8.11%
NE3C2E48C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,2.56%
NE3C2E48C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,4.17%
NE3C2E48K.16+NE3C9E48K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,3.45%
NE3C2E48K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE3C2E48K.20+NE3C9E48K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE3C2E48K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-37.50%,N/A,N/A,N/A,-7.74%
NE3C2E48K.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NE3C3A37C.16+NE3C9A37C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE3C3A37C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE3C3A37C.20+NE3C9A37C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE3C3A37C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE3C3A37K.16+NE3C9A37K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,5.26%
NE3C3A37K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,-100.00%,N/A,N/A,N/A,N/A,14.29%
NE3C3A37K.20+NE3C9A37K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE3C3A37K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NE3C3B37C.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NE3C3B37C.16+NE3C9B37C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,17.65%
NE3C3B37C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,-0.30%
NE3C3B37C.20+NE3C9B37C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NE3C3B37C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE3C3B37K.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NE3C3B37K.16+NE3C9B37K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,-3.00%
NE3C3B37K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,-2.78%
NE3C3B37K.20+NE3C9B37K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,6.38%
NE3C3B37K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,-100.00%,-100.00%,N/A,N/A,N/A,7.34%
NE3C3B48C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE3C3B48C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NE3C3B48K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NE3C3B48K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NE3C9A37C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,3.90%
NE3C9B37C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,-5.45%
NE3C9B37K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,-7.86%
NE3C9E48C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-53.33%,N/A,N/A,N/A,7.87%
NE3C9E48K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C1A36C.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,-100.00%,N/A,N/A,N/A,N/A,16.67%
NU1C1A36C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C1A36C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C1A36K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,-1.36%
NU1C1A36K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C1B36C.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C1B36C.16+NU1C9B36C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,130.77%,-100.00%,N/A,N/A,N/A,-2.49%
NU1C1B36C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,-100.00%,N/A,N/A,-0.14%
NU1C1B36C.20+NU1C9B36C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NU1C1B36C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C1B36K.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C1B36K.16+NU1C9B36K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,-2.39%
NU1C1B36K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,0.00%,N/A,N/A,N/A,N/A,0.00%
NU1C1B36K.20+NU1C9B36K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C1B36K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C1E46C.16+NU1C9E46C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,42.86%
NU1C1E46C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,5.26%
NU1C1E46C.20+NU1C9E46C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NU1C1E46C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,11.11%
NU1C1E46C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C1E46K.16+NU1C9E46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,-100.00%,N/A,N/A,N/A,N/A,17.43%
NU1C1E46K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,1.80%
NU1C1E46K.20+NU1C9E46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,-25.00%,N/A,N/A,N/A,N/A,0.31%
NU1C1E46K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,6.38%
NU1C1E46K.28+NU1C9E46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C1E46K.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C1H36C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,-37.50%,-100.00%,N/A,N/A,N/A,3.43%
NU1C1H36C.23+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C1H36C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C1H36K.16+NU1C9H36K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C1H36K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C1H36K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NU1C1H46C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C1H46C.23+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C1H46C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C1H46K.16+NU1C9H46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NU1C1H46K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,-100.00%,N/A,N/A,N/A,N/A,33.33%
NU1C1J36C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,-8.00%
NU1C8E51C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,-20.00%
NU1C8E51C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C8E51C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C8E51K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,-100.00%,N/A,N/A,N/A,N/A,10.53%
NU1C8E51K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1C8E51K.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,-0.70%
NU1C9B36C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,275.00%,-50.00%,N/A,N/A,N/A,-3.86%
NU1C9B36K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,-4.00%
NU1C9E46C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,96.04%,-100.00%,N/A,N/A,N/A,2.27%
NU1C9E46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,-30.30%,-100.00%,N/A,N/A,N/A,5.70%
NU1C9H36C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NU1C9H36K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NU1C9H46C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,3.90%
NU1C9H46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1P1A22Z.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NU1P1A22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1P1A22Z.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1P1B22Z.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1P1B22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,1.21%
NU1P1B22Z.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1P1E22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,2.80%
NU1P1E22Z.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1P1E22Z.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1P1H22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,-100.00%,N/A,N/A,0.10%
NU1P1H22Z.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1P1H22Z.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1P1J22K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New
NU1P1K22K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
NU1P1K22K.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
S2B15E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,-3.90%
S2D15E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,-100.00%,N/A,N/A,N/A,4.48%
S2D15E45K.20+NU1C8E51K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%
S2E15E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,-19.05%,N/A,N/A,N/A,N/A,-0.33%


=== B1_金额表 ===
Full SKU,总销售额,总取消额,总退货额(无平台介入),总退货额(平台介入),总退货额(平台强制退款),强制退款(仅退款),净销售,净销售产品成本,净买家支付邮费,净销售税,净固定平台费用,净高退货产品罚款,净低账户评级罚款,净第三方投诉罚款,净广告开销,退货包邮费用,净邮费支出,盈亏
5102SH571T12.2+BE2B4E40K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,43.0,0.0,0.0,0.0,0,0,43.0,-12.21,0.0,4.3,-5.3,0,0,0,0,0.0,0.0,25.49
5102SH571T12.4+BE2B4E40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,80.0,0.0,0.0,0.0,0,0,80.0,-24.42,0.0,9.2,-9.63,0,0,0,0,0.0,-9.38,36.57
5102SH571T15.2+BE2B4E45K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,107.5,0.0,0.0,0.0,0,0,107.5,-27.8,0.0,5.92,-12.53,0,0,0,0,0.0,-10.3,56.87
5102SH571T15.4+BE2B4E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,173.86,0.0,0.0,0.0,0,0,173.86,-55.6,0.0,11.3,-19.96,0,0,0,0,0.0,0.0,98.3
5102SH571T20.2+BE2B4E50K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,125.74,0.0,0.0,0.0,0,0,125.74,-30.02,0.0,5.57,-13.99,0,0,0,0,0.0,-6.5,75.23
5102SH571T25.4+BE2B4E55K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,402.92,0.0,0.0,0.0,0,0,402.92,-135.36,0.0,31.13,-46.53,0,0,0,0,0.0,-32.16,188.87
5110/5112-5450B32.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,76.35,0.0,0.0,0.0,0,0,76.35,-30.61,0.0,8.21,-9.15,0,0,0,0,0.0,-6.5,30.09
5110/5112-5450B32.4+BU1B4D28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,87.39,0.0,0.0,0.0,0,0,87.39,-37.61,0.0,5.79,-10.04,0,0,0,0,0.0,-8.83,30.91
5112H666E32.2+BU1B4D28K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,118.66,0.0,0.0,0.0,0,0,118.66,-37.89,0.0,9.2,-14.04,0,0,0,0,0.0,0.0,66.73
5112H666E32.2+BU1B4E28K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,269.03,0.0,0.0,0.0,0,0,269.03,-91.29,0.0,18.5,-30.96,0,0,0,0,0.0,-23.92,122.86
5112H666E32.4+BU1B4D28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,91.53,0.0,0.0,0.0,0,0,91.53,-37.89,0.0,7.55,-10.65,0,0,0,0,0.0,-8.1,34.89
5112H666E32.4+BU1B4E28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,796.08,0.0,0.0,0.0,0,0,796.08,-328.63,10.0,72.01,-94.49,0,0,0,0,-3.25,-65.08,314.63
5112SH666T12.2+BE2B4E40K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,343.03,0.0,0.0,0.0,0,0,343.03,-81.22,0.0,23.01,-40.99,0,0,0,0,0.0,-56.62,164.2
5112SH666T12.2+BE2B4E55K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,391.22,0.0,0.0,0.0,0,0,391.22,-91.79,0.0,25.66,-47.5,0,0,0,0,0.0,-37.66,214.27
5112SH666T12.2+BU1B4D40K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,177.98,0.0,0.0,0.0,0,0,177.98,-46.0,0.0,11.47,-21.2,0,0,0,0,0.0,-35.77,75.01
5112SH666T12.4+BE2B4E40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,761.88,0.0,0.0,0.0,0,0,761.88,-208.86,0.0,38.72,-87.96,0,0,0,0,0.0,-50.15,414.91
5112SH666T12.4+BE2B4E55K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,177.98,0.0,0.0,0.0,0,0,177.98,-45.89,0.0,15.58,-20.83,0,0,0,0,0.0,-12.15,99.11
5112SH666T12.4+BU1B4D40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,478.98,0.0,0.0,0.0,0,0,478.98,-137.99,0.0,43.66,-56.09,0,0,0,0,0.0,-32.22,252.68
5112SH666T15.2+BE2B4E45K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,839.53,0.0,0.0,0.0,0,0,839.53,-196.85,0.0,47.01,-99.05,0,0,0,0,-8.83,-99.04,435.75
5112SH666T15.2+BE2B4E60K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,164.33,0.0,0.0,0.0,0,0,164.33,-35.74,0.0,7.97,-19.23,0,0,0,0,0.0,-19.45,89.91
5112SH666T15.2+BU1B4D45K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,156.0,0.0,0.0,0.0,0,0,156.0,-37.78,0.0,4.22,-18.81,0,0,0,0,0.0,-8.94,90.47
5112SH666T15.4+BE2B4E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,193.78,0.0,0.0,0.0,0,0,193.78,-49.21,0.0,16.1,-22.53,0,0,0,0,0.0,-6.0,116.04
5112SH666T15.4+BE2B4E60K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,99.29,0.0,0.0,0.0,0,0,99.29,-23.83,0.0,9.68,-13.48,0,0,0,0,0.0,-6.0,55.98
5112SH666T15.4+BU1B4D45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,850.95,0.0,0.0,0.0,0,0,850.95,-226.68,0.0,71.02,-97.02,0,0,0,0,0.0,-40.09,487.16
